ID,Monument Name,Country,Location,Continent,Type,Year Built,Latitude,Longitude,Image URL,Photographer Name,Photographer URL,Description
116,Kiyomizu-dera,Japan,Kyoto,Asia,Temple,778,34.9948,135.7850,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Kiyomizu-dera founded in 778 is a celebrated Buddhist temple in eastern Kyoto and part of the Historic Monuments of Ancient Kyoto UNESCO listing. The temple is renowned for its vast wooden stage which juts out from the main hall and offers sweeping city views supported by hundreds of wooden pillars without a single nail. The temple complex rebuilt in 1633 is named after the autobiographical Otowa Waterfall (pure water) flowing beneath believed to bestow blessings. Kiyomizu-dera attracts millions for its architecture and cherry blossom and autumn foliage scenes.
117,Zhangjiajie,China,Hunan,Asia,National Park,1982,29.3242,110.5116,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Zhangjiajie National Forest Park located in Hunan Province is famous for its towering sandstone pillars dense forests deep ravines and misty valleys that create dramatic otherworldly landscapes. Spanning over 4800 hectares it is the first national forest park in China and a core part of the larger Wulingyuan Scenic Area which is listed as a UNESCO World Heritage Site. The park is noted for its more than 3000 unique pillar-like formations some rising over 200 meters high and serving as inspiration for the floating mountains in the film Avatar. It is home to diverse flora and fauna thrilling glass-bottomed skywalks and panoramic viewpoints.
118,Li River,China,Guangxi,Asia,River,Ancient waterway,25.2657,110.2968,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Li River stretches for about 83 kilometers between Guilin and Yangshuo winding through a karst landscape of limestone peaks and picturesque villages in Guangxi province. Its emerald waters dramatic scenery and misty mountains have inspired poets and artists for centuries in China. The river is especially noted for its stunning reflections and is a focal point of Chinese art and literature. Today the Li River is a top scenic attraction with river cruises offering views of landmarks like Elephant Trunk Hill and Nine Horses Fresco Hill.
119,Longji Rice Terraces,China,Guangxi,Asia,Agricultural Terraces,1271-1368,25.7960,110.1582,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Longji Rice Terraces also called the Dragon's Backbone are an elaborate series of terraced fields carved into the hills of Longsheng County Guangxi. Construction began over 650 years ago during the Yuan Dynasty and has been continuously maintained and expanded. The terraces which rise from 300 to 1100 meters above sea level demonstrate centuries-old agricultural ingenuity and create breathtaking patterns that change with the seasons—from mirror-like pools in spring to golden waves of rice in autumn. They remain home to Zhuang and Yao minority cultures.
120,Temple of Heaven,China,Beijing,Asia,Temple,1420,39.8822,116.4065,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Temple of Heaven is a vast religious complex built in 1420 during the Ming Dynasty by Emperor Yongle as a site for imperial ceremonies to ensure good harvests. Located in southern Beijing it covers 2.73 square kilometers and includes the iconic Hall of Prayer for Good Harvests the Circular Mound Altar and the Imperial Vault of Heaven all linked by ceremonial walkways. The complex reflects cosmic symbolism and intricate Ming architecture recognized for its harmonious design. The Temple is a UNESCO World Heritage site and an enduring symbol of China's spiritual and artistic achievements.
121,Summer Palace,China,Beijing,Asia,Palace,1750,39.9997,116.2755,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Summer Palace is a vast ensemble of palaces gardens and lakes in northwest Beijing best known as the imperial family's retreat during the Qing Dynasty. Initially built in 1750 for Emperor Qianlong the palace was largely destroyed by Anglo-French forces in 1860 and rebuilt in 1886 by Empress Dowager Cixi. Highlights include the expansive Kunming Lake the Long Corridor (a richly decorated covered walkway) and the striking Marble Boat. The Summer Palace combines traditional Chinese architecture with landscape gardening and is a UNESCO World Heritage site admired for its aesthetic and historical value.
29,Empire State Building,USA,New York,North America,Skyscraper,1930-1931,40.74833,-73.98556,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Empire State Building is a 102-story Art Deco skyscraper located in Midtown South Manhattan. Designed by Shreve Lamb & Harmon it was completed in a remarkable timeframe—just one year and 45 days during the Great Depression. Upon its opening in 1931 it became the world's tallest building holding this title for over four decades. The building reaches a total height of 1454 feet including its antenna and remains one of New York's most iconic landmarks renowned for its striking design and historic significance in American architecture.
30,Hollywood Sign,USA,Los Angeles,North America,Sign,1923,34.1341,-118.3215,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Hollywood Sign perched on Mount Lee in the Santa Monica Mountains is a global symbol of the entertainment industry and American cinema. Originally erected in 1923 as HOLLYWOODLAND to promote a real estate development it consisted of 13 letters each 15 meters high. Over the decades the sign fell into disrepair and was restored in 1978 shortened to simply HOLLYWOOD. The sign is now recognized as an iconic cultural landmark and is protected both for its historical significance and enduring popularity in popular culture.
32,Space Needle,USA,Seattle,North America,Tower,1962,47.6205,-122.3493,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Space Needle is an instantly recognizable observation tower in Seattle built for the 1962 World's Fair which had a theme of The Age of Space. Standing 184 meters tall the tower features a futuristic design with a slender splayed tripod base and a flying saucer-shaped halo at the top offering panoramic views of the city Puget Sound and Mount Rainier. An elevator ride to the observation deck which includes the world's first and only rotating glass floor has made the Space Needle a leading Pacific Northwest attraction and symbol of Seattle innovation and optimism.
33,Times Square,USA,New York,North America,Commercial Intersection,1904,40.758896,-73.985130,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Times Square is a major commercial intersection tourist destination entertainment center and neighborhood in Midtown Manhattan. Shaped more like a bowtie than a square due to the intersection of Broadway and Seventh Avenue it is world-renowned for its electric billboards theaters and as the home of the New Year's Eve Ball Drop. Often called The Crossroads of the World Times Square draws hundreds of thousands of visitors daily to its vibrant lights famous Broadway theaters and bustling pedestrian plazas.
41,Yellowstone National Park,USA,Wyoming,North America,National Park,1872,44.4279,-110.5885,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Yellowstone National Park spanning parts of Wyoming Montana and Idaho is recognized as the first national park in the world—established to preserve unique geothermal features abundant wildlife and scenic landscapes. Its vast expanse encompasses geysers such as Old Faithful hot springs powerful waterfalls canyons and the Yellowstone Lake sitting atop a massive volcanic caldera. The park is home to diverse wildlife including bison grizzly bears wolves and elk and attracts millions of visitors each year. Yellowstone is celebrated for its conservation legacy and as the heart of the Greater Yellowstone Ecosystem one of the world's largest nearly intact temperate-zone ecosystems.
42,Grand Canyon,USA,Arizona,North America,Canyon,Geological formation,36.106965,-112.112997,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Grand Canyon located in northern Arizona is a colossal geological wonder that stretches 277 miles long up to 18 miles wide and over a mile deep. Renowned for its visually impressive layered bands of red rock this UNESCO World Heritage Site attracts millions of visitors yearly to Grand Canyon National Park. The canyon reveals nearly two billion years of Earth's geological history and offers spectacular vistas challenging hiking trails and unique opportunities to explore indigenous and natural history.
123,CN Tower,Canada,Toronto,North America,Tower,1973-1976,43.6426,-79.3871,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The CN Tower is a communications and observation tower in downtown Toronto completed in 1976. Rising to a height of 553.3 meters it became the world's tallest free-standing structure and world's tallest tower at the time. The CN Tower is recognized as one of the modern Seven Wonders of the World by the American Society of Civil Engineers. It features a revolving restaurant glass floor observation deck and EdgeWalk an outdoor walk around the main pod. The tower serves as a symbol of Canada a major tourist attraction and an essential broadcast hub.
124,White House,USA,Washington D.C.,North America,Government Building,1792-1800,38.897676,-77.036530,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The White House situated at 1600 Pennsylvania Avenue NW Washington D.C. is the official residence and workplace of the President of the United States. Designed by architect James Hoban in the neoclassical style it consists of the Executive Residence West Wing East Wing and surrounding gardens. As both a historic structure and a seat of executive power it is among the most recognized government buildings globally and the frequent site of national ceremonies and state functions.
125,Lincoln Memorial,USA,Washington D.C.,North America,Monument,1914-1922,38.889269,-77.050176,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Located at the western end of the National Mall the Lincoln Memorial honors Abraham Lincoln the 16th President of the United States. Architect Henry Bacon designed the monument in the form of a classical Greek temple featuring 36 Doric columns. Inside sits Daniel Chester French's colossal marble statue of Lincoln accompanied by inscriptions of two of his speeches. The memorial is a symbol of unity and civil rights hosting numerous historic gatherings including Dr. Martin Luther King Jr.'s I Have a Dream speech.
126,Washington Monument,USA,Washington D.C.,North America,Monument,1848-1884,38.889484,-77.035278,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Washington Monument is a towering white marble obelisk located at the center of the National Mall commemorating George Washington the first U.S. president. Standing at 555 feet it was the world's tallest structure upon completion. The monument's observation deck provides panoramic views of the city while its simple design reflects the dignity and leadership of Washington himself making it an enduring icon of American history and achievement.
127,Capitol Building,USA,Washington D.C.,North America,Government Building,1793-1866,38.889939,-77.009051,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The United States Capitol sits atop Capitol Hill at the eastern end of the National Mall. Designed by Dr. William Thornton the neoclassical structure houses the U.S. Congress. Its central dome and two wings—Senate and House of Representatives—make it one of the most distinctive legislative buildings worldwide. The Capitol is both a functional government center and a symbol of the United States' democratic ideals and legislative process.
128,Gateway Arch,USA,St. Louis,North America,Monument,1963-1965,38.624691,-90.184776,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Gateway Arch standing 630 feet tall on the west bank of the Mississippi River is the world's tallest arch and the tallest man-made monument in the Western Hemisphere. Designed by Eero Saarinen its stainless steel structure honors St. Louis's role as the Gateway to the West. Visitors can travel to the top via custom tram for sweeping views of the city and river. The Arch serves as the centerpiece of Gateway Arch National Park and is a landmark of modern engineering.
129,Hoover Dam,USA,Nevada/Arizona,North America,Dam,1931-1936,36.015519,-114.737686,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Hoover Dam bridging the border between Nevada and Arizona is a massive concrete arch-gravity dam in the Black Canyon of the Colorado River. Built during the Great Depression it tamed the river to provide dependable water and electrical power to the Southwest. The dam stands 726 feet high and forms Lake Mead the largest reservoir in the U.S. by volume. Hoover Dam remains an engineering marvel and a critical resource for agriculture water supply and renewable energy in the region.
130,Mount Denali,USA,Alaska,North America,Mountain,Natural formation,63.06917,-151.00639,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Denali formerly known as Mount McKinley is the tallest mountain in North America reaching a summit elevation of 20310 feet above sea level. It is renowned for its immense vertical relief rising about 18000 feet from its base making it the largest mountain in the world measured base-to-peak on land. Located in the Alaska Range Denali is surrounded by Denali National Park and Preserve which was established in 1917 and spans over six million acres. The mountain's name Denali means The High One in the Koyukon language of the area's Indigenous people—a name officially restored by the U.S. in 2015. Denali's prominence and isolation make it a major destination for mountaineers and a defining feature of Alaska's interior landscape.
131,Antelope Canyon,USA,Arizona,North America,Canyon,Natural formation,36.8619,-111.3743,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Antelope Canyon is a renowned slot canyon located near Page Arizona on Navajo land. Formed by millions of years of water erosion its narrow winding passageways of Navajo Sandstone are famous for their flowing shapes and stunning light beams that penetrate the narrow canyon during certain times of the year. This otherworldly beauty has made Antelope Canyon one of the most photographed natural landmarks in the American Southwest. The canyon is divided into two sections: Upper Antelope (The Crack) and Lower Antelope (The Corkscrew) both accessible by guided tours due to flash flood hazards and the canyon's sacred significance to the Navajo people.
132,Monument Valley,USA,Arizona/Utah,North America,Valley,Natural formation,36.9981,-110.0983,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Monument Valley located on the Arizona-Utah state line is a vast iconic region defined by towering sandstone buttes mesas and spires that rise dramatically from the desert floor. These formations some reaching up to 1000 feet were shaped by centuries of wind and water erosion. Monument Valley lies within the Navajo Nation Reservation and holds deep cultural and spiritual significance for the Navajo people. Famed worldwide through countless films and photographs the valley's vivid red landscapes and striking silhouettes represent the quintessential image of the American West. Visitor access is primarily via guided tours along designated routes.
133,Yosemite Valley,USA,California,North America,Valley,Natural formation,37.7436,-119.5758,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Yosemite Valley is the iconic heart of California's Yosemite National Park known for its spectacular granite cliffs including El Capitan and Half Dome and dramatic waterfalls such as Yosemite Falls. Carved by glaciers in the last ice age the valley stretches about 7.5 miles in length and less than one mile wide enclosed by almost-vertical rock walls that soar up to 3000 feet above the valley floor. The lush meadows and powerful Merced River further enhance its natural splendor. Revered by Indigenous peoples celebrated by naturalist John Muir and protected since 1864 Yosemite Valley is a symbol of wild beauty and a UNESCO World Heritage Site.
134,Horseshoe Bend,USA,Arizona,North America,River Bend,Natural formation,36.8792,-111.5105,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Horseshoe Bend is a dramatic meander in the Colorado River located near Page Arizona just downstream from Lake Powell and Glen Canyon Dam. Over millennia the river carved a deep horseshoe-shaped curve into the Navajo Sandstone creating a stunning natural amphitheater with cliffs that drop over 1000 feet to the river below. Its unique shape and vibrant colors make it a celebrated vista for photography and tourism. Accessible by a short hike from U.S. Route 89 Horseshoe Bend embodies the power of slow relentless natural forces that shape the landscape of the American Southwest.
135,Banff National Park,Canada,Alberta,North America,National Park,1885,51.4968,-115.9281,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Banff National Park established in 1885 was the first national park in Canada and the third in the world. Located in the Canadian Rockies the park covers 2564 square miles and protects a landscape of rugged mountains pristine forests glacial lakes and diverse wildlife. The park's spectacular scenery including the majestic peaks of the Bow Range and turquoise glacial lakes like Lake Louise and Moraine Lake attract millions of visitors annually. Banff National Park is recognized as part of the UNESCO Canadian Rocky Mountain Parks World Heritage Site and exemplifies both alpine wilderness and historic conservation efforts.
136,Lake Louise,Canada,Alberta,North America,Lake,Natural formation,51.4254,-116.1773,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Lake Louise is a glacial lake located within Banff National Park fed by meltwater from the Victoria Glacier. Known for its astonishing turquoise color—a result of rock flour carried by runoff—Lake Louise is surrounded by towering mountain peaks and dense forests with the iconic Fairmont Chateau Lake Louise on its eastern shore. Named after Princess Louise Caroline Alberta the lake is a focal point for year-round recreation including canoeing hiking and ice skating. Its dramatic beauty draws visitors from around the globe making it one of the most photographed natural landmarks in Canada.
137,Moraine Lake,Canada,Alberta,North America,Lake,Natural formation,51.3217,-116.1860,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Moraine Lake situated in the Valley of the Ten Peaks within Banff National Park is celebrated for its surreal blue-green hue caused by light refracting off glacially deposited rock flour. Surrounded by towering snow-capped peaks and dense alpine forests this glacial-fed lake sits at an elevation of approximately 1885 meters. Moraine Lake's setting especially at sunrise is considered one of the most breathtaking scenes in the Canadian Rockies. It has appeared on Canadian currency and is a sought-after spot for hiking photography and canoeing though access is restricted seasonally due to avalanche hazards.
138,Old Quebec,Canada,Quebec City,North America,Historic District,1608,46.8139,-71.2082,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Old Quebec (Vieux-Québec) is a historic neighborhood within Quebec City Canada and one of North America's oldest European settlements. Founded in 1608 by Samuel de Champlain its fortified walls and cobblestone streets are a UNESCO World Heritage Site recognized for their exceptional preservation and architectural beauty. Featuring prominent sites such as the Château Frontenac the Citadel and the Place Royale Old Quebec combines French colonial British and modern influences creating a unique cultural and historical enclave that remains vibrant with museums restaurants and shops drawing millions of visitors every year.
139,Peggy's Cove Lighthouse,Canada,Nova Scotia,North America,Lighthouse,1915,44.4917,-63.9158,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Peggy's Cove Lighthouse officially known as Peggys Point Lighthouse stands on the granite rocks at Peggy's Cove in Nova Scotia Canada. Built in 1915 the lighthouse is an octagonal concrete tower painted white with a red lantern on top rising to a height of about 15 meters. It marks the eastern entrance of St. Margarets Bay and is one of the most photographed and recognizable structures in Canada. The lighthouse and its rugged Atlantic coastline setting create a picturesque landscape attracting thousands of visitors annually.
140,Teotihuacan,Mexico,Mexico City,North America,Archaeological Site,100 BCE-250 CE,19.6925,-98.8436,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Teotihuacan is an ancient Mesoamerican city situated about 40 km northeast of Mexico City renowned for its massive pyramids and complex urban layout. Created between the 1st century BCE and the 3rd century CE at its peak it was among the largest cities in the world with a population over 100000. Its major monuments include the Pyramid of the Sun Pyramid of the Moon and the Temple of the Feathered Serpent (Quetzalcoatl). Teotihuacan's grand Avenue of the Dead links these monuments surrounded by residential compounds murals and plazas that offer crucial insight into pre-Aztec urban culture and religion.
141,Tulum,Mexico,Quintana Roo,North America,Archaeological Site,1200-1450 CE,20.2117,-87.4658,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Tulum is a walled Maya city perched on tall cliffs overlooking the Caribbean Sea on Mexico's Yucatán Peninsula. Flourishing primarily from the 13th to 15th centuries CE it was one of the last cities built and inhabited by the Maya. Its most iconic structure El Castillo stands atop the bluff offering commanding views of the turquoise sea below. Tulum served as a major trading port particularly for obsidian. Unlike many inland Maya sites its unique coastal position adds archaeological and scenic allure attracting scholars and tourists alike.
142,Palenque,Mexico,Chiapas,North America,Archaeological Site,226 BCE-799 CE,17.4848,-92.0453,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Palenque is one of the most significant ancient Maya cities situated in the jungle foothills of Chiapas Mexico. Celebrated for its finely sculptured architecture and bas-reliefs its classic period artifacts (flourishing in the 7th century CE) include the Temple of the Inscriptions which houses the tomb of the great ruler Pakal. Palenque's ruins featuring palaces temples and an iconic aqueduct harmonize with the tropical forest setting providing invaluable insight into Maya cosmology and governance.
143,Monte Albán,Mexico,Oaxaca,North America,Archaeological Site,500 BCE,17.04389,-96.76778,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Monte Albán is a major pre-Columbian archaeological site located atop a ridge in the Valley of Oaxaca southern Mexico. Established around 500 BCE by the Zapotec civilization it served as their capital for over a millennium flourishing as a center for governance culture and religion. The expansive site—rising approximately 400 meters above the surrounding plain—features grand plazas pyramids temples tombs ball courts and hundreds of artificial terraces spread along the ridge. Monte Albán is especially noted for the danzantes: carved stone slabs with human figures and hieroglyphs reflecting the city's artistic and sociopolitical sophistication. The ceremonial core organized along a north-south axis is among Mesoamerica's most impressive symbolizing the region's exceptional urban planning and sacred topography. Although its population declined by the 8th century CE its influence endured among later cultures including the Mixtecs and Aztecs.
144,Copper Canyon,Mexico,Chihuahua,North America,Canyon System,Geological formation,27.5282,-107.7579,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Copper Canyon—known locally as Barranca del Cobre—is a vast network of six canyons in the Sierra Madre Occidental of northern Mexico primarily in the state of Chihuahua. Formed by six rivers that drain into the Rio Fuerte the Copper Canyon system covers an area larger and deeper than the Grand Canyon. Its name derives from the copper-green hue of its canyon walls. The rugged landscape features dramatic cliffs waterfalls and lush forests home to the indigenous Rarámuri (Tarahumara) people known for their endurance running. The canyon supports diverse flora and fauna and is traversed by the scenic Ferrocarril Chihuahua al Pacífico railway. Today the region is a major eco-tourism destination renowned for hiking adventure sports and its breathtaking natural beauty.
145,Havana Old Town,Cuba,Havana,North America,Historic District,1519,23.1400,-82.3530,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Habana Vieja or Havana Old Town is the original core of the city of Havana Cuba founded by the Spanish in 1519. This UNESCO World Heritage site showcases an exceptional collection of Spanish colonial architecture cobbled streets and grand plazas such as Plaza de Armas and Plaza Vieja. Landmarks include the Castillo de la Real Fuerza Havana Cathedral and numerous pastel-colored mansions. Despite centuries of history the area remains vibrant filled with music art and everyday life. Old Havana is a living testament to Cuba's colonial history blending Baroque Neoclassical and Art Deco styles with Caribbean flair. Restoration efforts have revitalized much of the area making it a major cultural and tourist hub.
146,El Morro,Puerto Rico,San Juan,North America,Fortress,1539,18.4711,-66.1248,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Castillo San Felipe del Morro commonly known as El Morro is a formidable citadel at the entrance of San Juan Bay Puerto Rico. Constructed starting in 1539 by Spanish colonists the fort was expanded for over 250 years to protect against seaborne attacks. With six massive levels rising above the rocky headland El Morro features thick stone walls ramparts turrets and dungeons. The site offers sweeping views of the Atlantic Ocean and old San Juan. A UNESCO World Heritage Site El Morro reflects centuries of military engineering colonial rivalry and Puerto Rico's strategic Caribbean location. Today it is a symbol of Puerto Rican heritage and a popular historic attraction.
147,Panama Canal,Panama,Panama City,North America,Canal,1914,9.0819,-79.6741,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Panama Canal is a monumental feat of engineering connecting the Atlantic and Pacific Oceans via a 77-kilometer waterway through the Isthmus of Panama. Construction began in 1904 led by the United States after a failed French attempt and the canal officially opened in 1914. The system of locks artificial lakes and channels revolutionized global shipping by dramatically reducing the maritime route between the oceans. The canal's strategic economic and geopolitical impact has shaped global trade ever since. Today a modern expansion allows passage of larger ships. The canal stands as a testament to human ingenuity and perseverance anchoring Panama's identity and prosperity.
148,Belize Barrier Reef,Belize,Belize City,North America,Reef,Natural formation,17.3156,-87.5344,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Belize Barrier Reef is the largest coral reef system in the northern hemisphere and part of the Mesoamerican Barrier Reef System. Extending approximately 300 kilometers along Belize's Caribbean coast it features hundreds of cayes atolls and diverse marine habitats. The reef supports a stunning array of corals fish sharks turtles and marine mammals. Its most iconic site is the Great Blue Hole a massive submarine sinkhole famed by divers worldwide. Designated a UNESCO World Heritage site the reef is vital for biodiversity fisheries and the Belizean tourism industry but faces threats from climate change and human activity.
149,Tikal,Guatemala,El Petén,North America,Archaeological Site,400 BCE,17.2214,-89.6237,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Tikal is a towering ancient Maya city situated amid the tropical rainforest of northern Guatemala's El Petén region. Settled as early as the 4th century BCE Tikal became one of the largest Maya urban and ceremonial centers during the Classic Period (c. 200–900 CE). The site is dominated by monumental pyramid-temples rising above the jungle canopy extensive plazas ball courts stelae and royal tombs. Tikal's monumental core reflects a highly complex society renowned for its written texts astronomical observations and political prowess. Now a UNESCO World Heritage Site Tikal's ruins offer crucial insights into Maya civilization and are enveloped in a lush wildlife-rich biosphere reserve.
150,Arenal Volcano,Costa Rica,Alajuela,North America,Volcano,1968,10.4631,-84.7035,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Arenal Volcano located in Alajuela province of northern Costa Rica is one of the country's most iconic natural landmarks. The near-perfect conical stratovolcano rises 1657 meters above sea level and was dormant until a massive and unexpected eruption in 1968. This eruption transformed the surrounding area creating new lava fields and hot springs and generating ongoing volcanic activity for decades. Today the volcano is the centerpiece of Arenal Volcano National Park a haven for ecotourism. Visitors can view the volcano's dramatic silhouette explore hiking trails and enjoy abundant hot springs while observing diverse flora and fauna in the lush rainforest surroundings.
151,Monteverde Cloud Forest,Costa Rica,Puntarenas,North America,Forest,1972,10.3025,-84.7956,https://images.unsplash.com/photo-1555993539-1732b0258235,,,The Monteverde Cloud Forest Reserve is a protected biological reserve located in the Cordillera de Tilarán straddling the Puntarenas and Alajuela provinces. Famous for its lush mist-shrouded canopy and exceptional biodiversity the reserve covers over 10500 hectares with 90% being untouched primary forest. Recognized as one of Costa Rica's premier ecotourism destinations Monteverde features six distinct ecological zones that support over 2500 types of plants (including a world-record number of orchid species) 100 species of mammals 400 species of birds 120 species of reptiles and amphibians and thousands of insects. The reserve was founded by local conservationists with the support of a community of Quakers who settled in the area in the 1950s and it now attracts approximately 70000 visitors each year due to its remarkable flora fauna and role in advancing tropical cloud forest conservation.
152,Tortuguero National Park,Costa Rica,Limón,North America,National Park,1975,10.5380,-83.5021,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Tortuguero National Park situated in the northeastern coastal region of Limón province is one of Costa Rica's most famous wilderness reserves and a critical nesting site for endangered green sea turtles. The park is characterized by an intricate system of natural canals lagoons and wetlands surrounded by lowland rainforest and mangroves. Covering approximately 77000 hectares its remote location and watery labyrinth make it accessible mainly by boat or small plane. Tortuguero National Park is celebrated for its extraordinary biodiversity supporting more than 400 bird species countless reptiles and amphibians three monkey species jaguars manatees and the spectacular sight of thousands of turtles nesting each year. The conservation efforts here particularly related to turtle nesting have made it a global example of successful ecotourism and wildlife protection.
153,Mayan Ruins of Copán,Honduras,Copán,North America,Archaeological Site,426-820 AD,14.8401,-89.1421,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Located in western Honduras near the Guatemalan border the ruins of Copán were once the capital of a major Classic period Maya kingdom. The site is famous for its impressive hieroglyphic stairway intricate stelae altars beautiful plazas ball courts and the iconic Acropolis. The city flourished as a cultural and ceremonial center renowned for its advanced knowledge of astronomy mathematics and monumental sculpture. Copán's meticulously carved monuments and inscriptions have provided profound insights into the history and rulers of the ancient Maya civilization.
154,Joya de Cerén,El Salvador,La Libertad,North America,Archaeological Site,AD 200-600,13.8275,-89.3692,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Known as the Pompeii of the Americas Joya de Cerén is a remarkable archaeological site representing a pre-Columbian Maya farming village. It was buried by volcanic ash from the Loma Caldera eruption which preserved the village and its artifacts in exceptional detail. The site offers a rare unaltered glimpse into everyday life of the Maya with well-preserved homes communal buildings and cultivated fields—most notably the earliest evidence of manioc cultivation in the New World. Discovered in 1976 and inscribed as a UNESCO World Heritage Site in 1993 Joya de Cerén offers unmatched insights into ancient agricultural practices and household organization.
155,Lake Atitlán,Guatemala,Sololá,North America,Lake,84000 years ago,14.6914,-91.1860,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Lake Atitlán is a deep volcanic lake in Guatemala's highlands surrounded by steep cliffs and three striking volcanoes—San Pedro Atitlán and Tolimán. Famed for its breathtaking natural beauty and picturesque Mayan villages along its shores the lake is a center for both indigenous culture and eco-tourism. The area supports vibrant local traditions crafts and languages and the scenic landscapes make it a popular destination for hiking kayaking and cultural immersion.
156,Antigua Guatemala,Guatemala,Sacatepéquez,North America,Colonial City,1543,14.5566,-90.7333,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Antigua Guatemala is a UNESCO World Heritage city famed for its well-preserved Spanish Baroque-influenced architecture and cobbled streets. Once the colonial capital of Central America it was largely destroyed by earthquakes in 1773 but retains a rich historical legacy. The city features striking ruins of monasteries and churches colorful colonial facades and central urban plazas framed by volcanoes. Antigua's lively festivals cafes and artisan markets along with its architectural splendor and cultural heritage make it a focal point of Guatemalan identity.
157,Roatán,Honduras,Bay Islands,North America,Island,16th century,16.3440,-86.5370,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Roatán is the largest of the Bay Islands off the Caribbean coast of Honduras. Celebrated for its turquoise waters white-sand beaches and rich marine biodiversity it is part of the Mesoamerican Barrier Reef system. The island has a vibrant Garífuna and English-speaking Creole culture blending African and Caribbean influences. Roatán is a renowned destination for scuba diving snorkeling and eco-tourism attracting visitors with its coral reefs tropical forests and laid-back island atmosphere.
158,Masaya Volcano,Nicaragua,Masaya,North America,Volcano,2500 years ago,11.9848,-86.1616,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Masaya Volcano is one of Nicaragua's most active volcanoes and is the centerpiece of the country's first and largest national park. Known for its persistent lava lake and accessible crater the volcano has long been revered and feared by both indigenous populations and Spanish settlers. Today visitors can drive to the edge of the active Santiago crater for panoramic views and glowing molten lava making Masaya a truly unique and dramatic natural spectacle in the Americas.
159,Ometepe Island,Nicaragua,Rivas,North America,Island,Natural formation,11.5287,-85.6221,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Ometepe is the world's largest volcanic island in a freshwater lake. Its figure-eight shape is defined by two towering volcanoes: Concepción (active) and Maderas (dormant). The island is celebrated for its lush rainforests pre-Columbian petroglyphs waterfalls and biodiversity. Ometepe's rich folklore and rural traditions create a unique blend of natural and cultural attractions making it a must-visit for nature enthusiasts and adventure travelers.
160,Portobelo,Panama,Colón,North America,Historic Port,1597,9.5536,-79.6557,https://images.unsplash.com/photo-1555993539-1732b0258235,,,Portobelo is a historic port town on Panama's Caribbean coast established by the Spanish as a vital link in their colonial trade with the Americas. The town features impressive colonial fortifications ruins and the iconic Customs House evidencing its strategic importance during the colonial era. Frequently attacked by pirates Portobelo is steeped in maritime and Afro-Caribbean culture celebrated today through its annual Black Christ Festival. The site a UNESCO World Heritage Site is surrounded by lush tropical forests and coral-rich bays.
